Clean
abmat situps
Air squat
atlas stone to shoulder
Ball slams
Bar muscle up
Barbell burpees
barbell overhead walking lunges
Bench press
Box jump
box jump burpee
Burpee
burpee muscle-ups
burpee pullups
chest to bar pullups
chest to deck pushups
chin over bar hold
Clean & jerk
Clean and jerk
Deadlift
Double under
double unders
Dumbbell snatch
Dumbbell split lift
dumbbell thruster
dumbbell walking lunge
farmer carry
Farmer Walk
Front squat
ghd situps
ghd situps
ghr
handstand hold
handstand hold
Handstand Push Up
Handstand Push Ups
Hang clean
hang power clean
hang power clean
Hang snatch
hang squat clean
inverted burpees
Jerk
Jumping pull up
Jumping squats
Kettlebell clean
kettlebell clean and jerk
Kettlebell press
Kettlebell snatch
Kettlebell swing
Kipping pull up
Knees to elbows
L-rope climb
L-sit hold
lateral burpee
Modified push up
Muscle up
Muscle-ups
One-legged squat
Overhead squat
overhead walking lunge
Pistol
Power clean
Pull up
Push jerk
Push press
Push ups
Ring dip
Ring dips
Ring muscle up
Rope Climb
rope climbs
sandbag thrusters
Shoulder press
shoulder to overhead
shoulders to overhead
Snatch
Split clean and jerk
Split Jerk
sprint
Squat
Squat clean
Squat cleans
squat hold
squat holds
squat snatch
squat snatches
strict handstand pushups
strict muscle ups
strict press
strict pullups
sumo deadlift high pull
Thruster
Toes to Bar
Triceps dip
walking lunge
walking lunge step
Wall ball shot
Weighted pull up
split clean and jerks
kettlebell clean and jerks
